time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.560000000000001,1.0461856617986183,0.04561705862821733,0.0,0.9486817839490955,0.34815203543735684,0.0,2.766430943807061,2.991123085659966,-12.353748081594796,-22.584062756794832,18.22968399051136,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.560000000000001,-3.198264913666067,0.07646602498973186,0.0,6.08401393816133,2.1004652109885953,0.0,-4.027311366051178,0.42089561766695116,-14.53379699088676,-18.553510767896473,5.111313517648239,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.2800000000000016,-8.145659290111496,-7.095834807947357,0.0,0.20612354424817614,0.8633462687968851,0.0,-15.091643794429821,3.1138031004910616,-12.455304729087212,-2.3778889373789505,1.324199353352317,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
5.0399999999999805,48.65927591664692,-0.031927037024060904,64.07272801665725,6.281503323131478,5.97142441220884,0.0,20.232581569404143,-0.025363943795651427,9.054765877699236,-0.0006316167147312674,0.4326094146848202,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
4.14,-58.95226068694485,8.779153540746877,0.0,3.5793301020856703,1.8656949772857345,0.0,-27.626743563841345,2.731752312845941,-19.776180981775692,-28.809993188888996,0.687583532478242,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.0400000000000014,2.102924199376744,1.6681095548883442,0.0,2.472491491259966,6.198871656670434,0.0,3.26284203491943,-5.579452483064571,-16.102484951284698,-4.286423308755543,0.42442460867075943,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.740000000000001,-0.3230573647472457,5.946568261934568,0.0,1.9362272876848685,0.1641392972120812,0.0,-0.5716955318124015,4.75144227157689,-13.44968958779552,-20.089380641337254,0.9887585428626101,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.8000000000000012,-3.3080194220527823,6.8185426096521,0.0,1.3837805745860772,0.6496208594129449,0.0,-8.67908479960127,3.9134009180465004,-14.913498846719458,-27.907808181494804,1.3412111113511542,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.740000000000001,-5.014173960081295,6.787868057409369,0.0,3.150071966053769,0.8518217012205014,0.0,-12.601802214576235,3.526946472356696,-13.720349309546926,-28.64018066874381,1.6017125946412056,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.8000000000000012,-4.837111814650192,6.92683488581204,0.0,3.465491622705212,3.3474592495010285,0.0,-13.945095622312747,4.4155149268133185,-11.283336734902186,-15.836238592343227,8.149799508947146,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
3.720000000000003,-7.166987905776852,-36.25586235090325,0.0,5.6384132006014305,1.4633089895317628,0.0,-12.971151575070701,-25.684827804091114,-18.15415946285456,-28.523324290744327,1.0567681992336833,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.520000000000002,-44.16828013891499,-6.845558107991887,0.0,0.7169859104216911,1.5354038258923444,0.0,-34.22026534737462,-9.70350136253551,-21.879288278060255,-1.1022664989208693,0.4221141968000341,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
3.3600000000000025,-68.75608868519807,-10.625952924965313,0.0,0.17912913553077914,2.8152342294695707,0.0,-27.81870541570816,-7.400367945776966,-20.492096224233304,-0.8177244622770933,1.1122532709654378,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.1600000000000015,-13.482259329869295,-1.9313352601044846,0.0,0.26189587965639216,0.244240500820049,0.0,-18.892230416434593,12.823174417857231,-17.38460876280374,-5.80065723658644,-0.268824518389392,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
4.499999999999992,-95.1583870055747,-7.445382167318697,0.0,4.219122433307213,3.7965531798170016,0.0,-16.717232961110966,33.21949311508999,-48.919785612026324,-0.8695837750913555,1.4238155600058295,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
3.2400000000000024,-91.53749632118682,-22.5586516920491,0.0,4.403125222388024,1.0637917887155002,0.0,-85.91686769572647,-34.932357161799345,-72.58860263403879,-12.339763268360626,0.389753239930466,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.9800000000000013,-15.680826260472879,-2.1932841783211123,0.0,0.9854791260449414,1.1080582077938246,0.0,-23.87597675332412,-0.9106337761159579,-13.831368297806577,-28.825134750809884,0.7493486581442114,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.3800000000000008,-2.5999194021188896,-5.110626828128186,0.0,5.090685637446679,0.9957235012470225,0.0,-8.237597214158207,-7.398680085424656,-14.774257882262699,-8.447801974081663,2.0296429200289157,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
4.080000000000001,14.248568926152776,-58.10975082817924,0.0,1.739706814626409,5.620164461575076,0.0,13.681285363132641,-11.139480098117966,-21.181478346613886,-2.7588040856400298,0.09663310592751383,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.0200000000000005,-0.4617748841633113,5.498488739894906,0.0,1.527545416457377,0.1930799031799566,0.0,-1.9011086569420863,12.960534088585915,-24.948785393524552,-5.917897731738191,0.43307266511421044,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.700000000000002,-22.597683479993975,-18.762603908590343,0.0,3.660073738599383,3.177698650306027,0.0,-21.929012089240782,-10.437185600194073,-21.59961981847598,-28.787002949826682,7.086006833334725,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.0200000000000005,-0.5824258896047371,7.039016661888467,0.0,0.5562896585658903,0.09238528547744274,0.0,-1.8870005949117064,17.7263415649656,-17.640104958477664,-4.97030035188626,0.07783227338412543,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.5000000000000009,1.0049794045636273,-1.7491937504468609,0.0,3.7377496739650624,6.267711206056465,0.0,1.7195687785653109,-6.3331812737327144,-11.154747250110798,-5.074822374406455,0.3879984042815138,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.8600000000000012,-5.8547491457439635,-5.846580525454101,0.0,1.8059117081782627,5.673167350887066,0.0,-5.3870066317651055,-1.3442098816400874,-11.003920611540446,-9.311121883891413,9.135304749439022,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
3.1200000000000023,-40.97345558805191,8.2646885039051,0.0,5.9643342301154885,0.6337094395879781,0.0,-41.19426133947383,-1.8385254303675749,-21.534160619946793,-28.84162021007879,0.2743774740653526,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
5.0399999999999805,-86.77750183803843,-66.46311544737166,7.1035526016141475,1.9861008637703428,2.8283301220505024,0.0,-26.09750699375917,-7.862291136042221,-15.386588405306547,-28.83571622414956,0.4787177153400069,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.940000000000002,-5.103578870972608,-0.9981140256346779,0.0,2.1202937224740595,0.834032984855452,0.0,-10.900634964111289,3.6608660879650174,-23.992301225260004,-28.770827016443242,1.8188888435831951,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.940000000000002,-3.6681738994027824,-15.824038004489221,0.0,5.36053188773975,0.4144408877543162,0.0,-4.167260207736633,-5.308314949121452,-16.90445252648424,-28.812002399490783,1.378204154112008,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
3.6000000000000028,-53.03238977684495,-36.54800796293358,0.0,0.752069686799886,3.0682936404721044,0.0,-24.648364250645304,-8.328276016025013,-13.998150656319647,-28.843626362324944,0.7703040631376731,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.820000000000002,-42.69685592064037,20.46270045034354,0.0,5.408061717396317,0.8605126972637711,0.0,-55.31692183195149,16.92290388685758,-17.110846417127878,-1.6758655433549978,0.06256221971545128,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
2.820000000000002,-42.930573301435665,-10.60730164285647,0.0,4.925557721563756,2.975034603506078,0.0,-26.708935431764303,-3.654588571231824,-14.05506487675793,-28.81563623409324,1.2159098849035994,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.0200000000000005,-1.904003736253151,11.086987383086587,0.0,0.11445676236217128,0.3259029698853011,0.0,-6.498553246504348,21.73241382325856,-12.059129316949688,-5.386661631801449,0.164309870778225,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.620000000000001,-3.789429408246536,1.9095749473812853,0.0,4.300419472866842,1.1205057706602721,0.0,-3.83190244176092,1.8070668973611672,-17.76733905226395,-1.7070921165213049,24.530121211688197,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
1.9200000000000013,-13.283973565740977,22.49775856632506,0.0,3.4007687438534013,0.7526724587642315,0.0,-25.711387885705552,4.3902192444275085,-17.053156022867068,-6.954388831599205,0.24231194272128467,0.0,453.8558960482241,455.20019533581814,455.0839574465738,455.0357524405101
